Format=7,10908,,,Left Skank,,,,,,,,,,,14140,,,Right Shank,,,,,,,,,,,15955,,,Left Thigh,,,,,,,,,,,15985,,,Right Thigh,,,,,,,,,,,16169,,,Waist,,,,,,,,,,
Time,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,,Accelerometer,,,Gyroscope,,,Magnetometer,,,Barometer,Orientation,,,
,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,S,X,Y,Z
1763458759342010,-9.459575,0.402844,-0.891140,-0.012665,-0.006256,-0.005239,,,,4636921636719689700.000000,0.096468,0.733768,0.076477,-0.668154,-9.498778,-0.038040,-0.941388,0.010730,-0.000372,-0.008297,,,,4636916268010569700.000000,0.014494,-0.739761,0.008015,0.672665,-3.834884,-1.262586,8.841624,-0.008237,0.000000,0.002290,,,,4636915516391292900.000000,0.975181,-0.075768,0.207038,0.020406,-4.040650,1.138856,8.545182,-0.017846,0.015370,-0.007477,,,,4636916053262204900.000000,0.972916,0.064424,0.221884,-0.007177,-9.485152,0.402844,-0.204016,0.009920,-0.014647,-0.009920,,,,4636918691984111600.000000,0.274804,0.675278,0.251979,-0.636387
1763458759349822,-9.435743,0.403424,-0.891720,-0.009613,-0.003103,-0.003255,,,,4636921636719689700.000000,0.096475,0.733767,0.076499,-0.668151,-9.497360,-0.036622,-0.950757,0.001118,0.002832,-0.007601,,,,4636916268010569700.000000,0.014495,-0.739768,0.007968,0.672658,-3.845332,-1.243397,8.825953,-0.003965,-0.001833,0.002593,,,,4636915516391292900.000000,0.975183,-0.075772,0.207028,0.020414,-4.040650,1.102238,8.534166,-0.020086,0.013026,-0.006513,,,,4636915859458196500.000000,0.972908,0.064339,0.221943,-0.007181,-9.478133,0.402844,-0.202338,0.012217,-0.012965,-0.009453,,,,4636918844990947300.000000,0.274756,0.675250,0.251957,-0.636446
1763458759357634,-9.425272,0.415052,-0.903348,-0.009613,-0.001018,-0.004374,,,,4636921636719689700.000000,0.096479,0.733772,0.076525,-0.668143,-9.497360,-0.036622,-0.952177,-0.004719,0.004148,-0.006533,,,,4636916268010569700.000000,0.014474,-0.739779,0.007908,0.672648,-3.845332,-1.232948,8.825953,-0.000304,-0.005037,0.002136,,,,4636915516391292900.000000,0.975188,-0.075761,0.207006,0.020419,-4.040650,1.076633,8.532975,-0.016439,0.010890,-0.006409,,,,4636915838513840100.000000,0.972901,0.064268,0.221993,-0.007189,-9.474782,0.402844,-0.223244,0.017866,-0.010374,-0.006102,,,,4636918844990947300.000000,0.274699,0.675238,0.251914,-0.636501
1763458759365446,-9.447374,0.414474,-0.902770,-0.009816,0.000000,-0.006409,,,,4636921636719689700.000000,0.096478,0.733778,0.076558,-0.668132,-9.508144,-0.047406,-0.952177,-0.017608,0.006160,-0.004522,,,,4636916173156275200.000000,0.014410,-0.739796,0.007819,0.672632,-3.838351,-1.239929,8.811990,0.002901,-0.008241,0.002747,,,,4636915516391292900.000000,0.975197,-0.075738,0.206972,0.020424,-4.051667,1.085268,8.566025,-0.007347,0.003934,-0.004481,,,,4636915838513840100.000000,0.972898,0.064233,0.222016,-0.007199,-9.516595,0.402844,-0.221399,0.023968,-0.010536,-0.004726,,,,4636918844990947300.000000,0.274629,0.675233,0.251853,-0.636561
1763458759373258,-9.423537,0.402266,-0.891719,-0.013835,-0.000101,-0.006409,,,,4636921636719689700.000000,0.096488,0.733783,0.076601,-0.668120,-9.520351,-0.048830,-0.952177,-0.022057,0.005465,-0.002385,,,,4636916160636387300.000000,0.014326,-0.739811,0.007723,0.672618,-3.826144,-1.252135,8.836439,0.004273,-0.009003,0.003204,,,,4636915393595472900.000000,0.975207,-0.075709,0.206936,0.020429,-4.074889,1.097474,8.591628,-0.002554,0.000313,-0.001381,,,,4636915838513840100.000000,0.972897,0.064218,0.222024,-0.007202,-9.526957,0.399331,-0.188293,0.027157,-0.015277,-0.002282,,,,4636918844990947300.000000,0.274562,0.675222,0.251772,-0.636633
1763458759381070,-9.413061,0.390637,-0.904501,-0.012666,-0.002086,-0.006409,,,,4636921636719689700.000000,0.096496,0.733783,0.076640,-0.668115,-9.554122,-0.059612,-0.952177,-0.022431,0.001567,-0.001193,,,,4636916160636387300.000000,0.014236,-0.739816,0.007628,0.672616,-3.820917,-1.271321,8.862575,0.003662,-0.009767,0.004426,,,,4636915301642928100.000000,0.975217,-0.075682,0.206897,0.020441,-4.088286,1.098666,8.582998,0.001718,-0.002891,0.000859,,,,4636915838513840100.000000,0.972898,0.064222,0.222019,-0.007201,-9.506055,0.394149,-0.160367,0.023792,-0.022592,0.000000,,,,4636918844990947300.000000,0.274516,0.675192,0.251686,-0.636719
1763458759388882,-9.436898,0.390637,-0.928338,-0.009664,-0.001118,-0.006258,,,,4636921636719689700.000000,0.096495,0.733787,0.076672,-0.668107,-9.569179,-0.082602,-0.952177,-0.021488,-0.000819,-0.002012,,,,4636916160636387300.000000,0.014149,-0.739814,0.007531,0.672620,-3.841854,-1.281777,8.869554,0.000762,-0.008850,0.006562,,,,4636915301642928100.000000,0.975225,-0.075663,0.206862,0.020462,-4.100492,1.076642,8.592817,0.005991,-0.008022,0.002995,,,,4636915838513840100.000000,0.972903,0.064244,0.221995,-0.007197,-9.490337,0.402844,-0.141305,0.018305,-0.027172,-0.000615,,,,4636918844990947300.000000,0.274487,0.675143,0.251610,-0.636813
1763458759396694,-9.448530,0.390637,-0.938820,-0.010581,-0.002136,-0.003154,,,,4636921636719689700.000000,0.096505,0.733788,0.076696,-0.668101,-9.559822,-0.096234,-0.952177,-0.017589,-0.000125,-0.002136,,,,4636916160636387300.000000,0.014072,-0.739814,0.007442,0.672623,-3.857539,-1.281777,8.867804,-0.002289,-0.004424,0.006866,,,,4636915301642928100.000000,0.975229,-0.075657,0.206844,0.020486,-4.112701,1.063238,8.616038,0.008336,-0.007582,0.005132,,,,4636915838513840100.000000,0.972906,0.064276,0.221971,-0.007187,-9.472945,0.399332,-0.151672,0.015100,-0.031591,-0.002751,,,,4636918844990947300.000000,0.274467,0.675079,0.251543,-0.636917
1763458759404506,-9.447955,0.390062,-0.916130,-0.008344,-0.002036,-0.002036,,,,4636921636719689700.000000,0.096512,0.733791,0.076712,-0.668095,-9.558396,-0.108441,-0.962960,-0.010486,0.000000,-0.001193,,,,4636916160636387300.000000,0.014010,-0.739814,0.007372,0.672625,-3.857539,-1.274800,8.848620,-0.003815,-0.000915,0.007019,,,,4636915301642928100.000000,0.975230,-0.075656,0.206839,0.020510,-4.102884,1.040023,8.596406,0.007582,-0.005550,0.006304,,,,4636915838513840100.000000,0.972908,0.064307,0.221955,-0.007171,-9.465925,0.394147,-0.134281,0.012203,-0.031884,-0.004273,,,,4636918844990947300.000000,0.274450,0.675009,0.251487,-0.637020
